day,driving_time,service_time,busy_time,available_time
0,41.10513115000985,35.60524610391701,76.71037725392686,83.28962274607314
1,73.29272980824385,34.82808244615216,108.12081225439601,51.879187745603986
2,44.70639861130926,42.912871040353565,87.61926965166282,72.38073034833718
3,40.01464926061651,36.75747600857805,76.77212526919456,83.22787473080544
4,77.09594681112456,53.80289325430498,130.89884006542954,29.10115993457046
